date|rating|product|cleaned_text
2018-08|5.0|Moroccan Argan Oil Weightless Healing Dry Oil spray|my hair loves dry oils i have finished a couple of bottles of the sally s majestic divine dry oil i used to like natural and pure oils on my hair but my hair has changed drastically and now these oils feel heavy on my hair i use my gvp kenra blow dry spray and then this after my hair is completely dry my hair hasn t been this soft and silky with any other products including high end brands like kerastase highly recommended 
2018-08|1.0|Moroccan Argan Oil Weightless Healing Dry Oil spray|i am literally done with ogx ive tried several of their products results are always gross this will be the last of anything from ogx i waste my money on was hoping this could help manage my extremely bleach damaged hair but all this does is make my hair stringy or crunchy when sprayed on dry hair or extremely extremely dry when applied on wet or dry hair it couldnt be how much im applying i literally do a light mist waste of 11 quid save your money the ultimate blends honey serum forget the exact name is literlly half the price and actually works spilling all the tea on this product 
2018-08|1.0|Moroccan Argan Oil Weightless Healing Dry Oil spray|such a waste of money this does absolutely nothing do not even waste your time i have thick curly color treated hair and my hair loves oils but it hates this it does not heal or mend spilt ends gives my hair weird shine ugh wish i never purchased it 
2015-08|1.0|Moroccan Argan Oil Weightless Healing Dry Oil spray|this looked great in the store when i tried the tester it made my hair look shinier but when i bought it and actually tried to use it on a frizzy hair day it did nothing absolutely nothing wasted my money 
2015-08|4.0|Moroccan Argan Oil Weightless Healing Dry Oil spray|i have been trying out and testing many different brands of dry oils ever since falling in love with ion s keratin dry oil mist organix moroccan argan oil weightless healing dry oil is definitely the lightest dry oil i ve found on the market yet i have thick hair quantity but it s fine texture this dry oil moisturizes without weighing my hair down those of you with coarse hair might want to steer clear of it amp opt for something a bit heavier greasier the ingredient list is very simple i was a bit concerned about c12 15 alkyl benzoate being on the list i always research ingredient lists before purchasing it is definitely important to learn the science behind ingredients after a bit of googling i learned that c12 15 alkyl benzoate is simply an emulsifier thickener agent the reason i was so suspicious of it is because this dry oil is litterally dry it is very light weight and dissappears quickly yes it gives my hair shine and yes it moisturizes my hair but after a minute of applying i can t feel it on the surface on my hair rubbing alcohol shoved into cheap products tends to do that it acts as a drying agent to make formulas more lightweight but again c12 15 alkyl benzoate is not cleverly disguised isopropyl alcohol so no worries there nothing else on the ingredient list concerned me there s a lot of silicone in this to give the hair slip followed by argan oil and a few more silicones parfum is last on the list thankfully i ll opt for this on days i cowash no it s not my favorite dry oil however i definitely would prefer a dry oil be a tad too light than a tad too heavy 
2015-08|5.0|Moroccan Argan Oil Weightless Healing Dry Oil spray|picked this up on a whim when i was on vacation and i m amazed makes my hair very soft and shiny and it s the first great affordable hair product i have used definitely worth a try 
2015-08|4.0|Moroccan Argan Oil Weightless Healing Dry Oil spray|i purchased this spray for a show that i was recently in i needed to quot slick quot my hair back into a bun and it needed to be as shiny and smooth as possible along with some hairspray this product certainly did the job i would just liberally apply it and smooth my hair back as i went the result was very shiny hair indeed now for every day use this product is good but not my all time favorite i spray this on the ends of my hair after straightening and then i just brush through my hair a little goes a long way and it would be pretty easy to over apply this and make your hair appear to be greasy for that reason i am afraid to just spray over my entire head i don t feel like this product makes my hair appear quot healthy quot just shiny if that makes any sense i also haven t noticed any major long term benefits to using this i will continue to use but i m not sure if i will repurchase once i run out 
2014-08|5.0|Moroccan Argan Oil Weightless Healing Dry Oil spray|love this for winter my hair is thin and straight and winter makes it fizzy and static y i use a few drops and work it into my hair after a shower then after a while when it s just a little damp i blow dry on low warm gives my hair bounce and life and i feel like it s protected from the harshness of the blowdryer plus i ve gotten compliments on how nice my hair smells 
2014-08|4.0|Moroccan Argan Oil Weightless Healing Dry Oil spray|organix argan oil contains argan oil kernel oil cacao seed butter coconut oil avocado oil wow all that in one oil there was another one in organix but there were only argan oil in it this is why i ve picked this one i pair it with la coupe argan oil smoothing shampoo and conditioner as for the organix argan oil it detangles the hair it leaves them silky smooth and shinny love it 
2014-08|4.0|Moroccan Argan Oil Weightless Healing Dry Oil spray|i don t understand the bad reviews for the price compared to other brands with argan oil this is decent i like sally s brand better but this stuff works well for me you don t need to use a lot just a little and it tames frizzy ness and makes my hair shiny doesn t make it too much softer than it already is which is why i gave it 4 stars but it doesn t dry it out or anything if i shower and have trouble brushing out my long hair i use this and it is a great detangler i don t dye my hair and usually don t use heat on it i go natural unless i m going out and my hair is naturally wavy 
2014-08|4.0|Moroccan Argan Oil Weightless Healing Dry Oil spray|just so that you understand my point of view on this product i have color dark brown naturally darker on top and gets lighter length almost at my waist texture very thin but i have a lot of hair type normal on top but gets dry at the bottom others i don t use heat on it very much since my hair is very straight and easy to style i absolutely love this product i was on the hunt for a good dry oil since all of my many oils are in a pump i don t mind it too much but i much prefer the spray bottle where i live mtl it was 6 99 which i find is a very good price looking at other oils like the moroccanoil i have had the moroccanoil just before and to me it s almost as good and so much cheaper i see the moroccanoil one at 60 00 sometimes and to me it s a lot for an oil how i use it i don t spray it directly on my head i spray one spray which is enough on the palm of my hand rub my hands together and but it on my hair i don t use it on my scalp since we have natural oils there many people wonder why their ends are dry and less healthy than the top of their head the answer to that is that the hair gets it s nutriment and all the good stuff from the blood when you have longer hair all those oils and nutriment don t get to the end of your hair that is why we do not need to put oils on the top of our head and why are ends are usually less healthy than the top if you have any beauty related question especially hair and makeup questions you can always email me and i ll be more than happy to answer if i can 
2014-08|4.0|Moroccan Argan Oil Weightless Healing Dry Oil spray|smells amazing soften my hair that s all you need to know also the fact that argan oil calms frizzy ends adds moistur and a little shine e to dry hair helps protect your locks from the heat now go and buy it 
2014-08|4.0|Moroccan Argan Oil Weightless Healing Dry Oil spray|i love this oil for a long time i was using one of john frieda s oils i forget the name but it was the one in the red tube with the pump one day i couldn t find that particular oil and got this one instead so much better the light quot dry quot feel of this oil is perfect for my fine hair it adds a beautiful shine helps tame fly aways and adds a level of heat protection should i decide to curl or blow dry my hair i do find that i need to apply it to damp hair and let it dry absorb completely before styling it or else my hair feels a bit greasy could just all be in my head though since it looks fine 
2014-08|4.0|Moroccan Argan Oil Weightless Healing Dry Oil spray|i have purchased this product several times now and overall been pretty pleased i use it on damp hair before i blow dry and on dry hair after i have straightened it argan oil is good for heat protection so this will be a nice product to use in your hair care routine i don t think this product is a miracle worker by itself but it does give a nice glisten and shine to hair while calming frizz and flyaways very affordable price as well and can be found at most drugstores target walmart and ulta for those of you with hair that can easily get oily however beware i have dry hair and if i apply this too close to my hair or use too much my hair can get oily after all this is a concentrated oil spray so what i do to get best results is spray about 12 quot away from my hair in a circular motion and let the spray mist down that way it is not too slick but still provides sheen 
2014-08|3.0|Moroccan Argan Oil Weightless Healing Dry Oil spray|my friend bought it for me as she knows i love hair oils and though it s lightweight it s still slightly too oily for me to use to tame flyaways but it s not intensive enough to use as a pre shampoo conditioning treatment i think the amount of argan oil in it is probably really tiny i really like the smell though 
2013-08|4.0|Moroccan Argan Oil Weightless Healing Dry Oil spray|i bought this long ago on a recommendation and it s fantastic i like the smell and it makes my hair silky and feel lighter a must in the colder months 
2013-08|4.0|Moroccan Argan Oil Weightless Healing Dry Oil spray|its just okay i ve been on a budget so i bought this spray because i really can t afford to buy the salon moroccan oil brand right now it s alright for being a cheapy version the pros of this product are the price it smells great and will leave a nice sheen to your hair the cons of this product are that it doesn t really calm frizz and you have to be very light with it otherwise you ll look greasy as for healing split ends rubbish the only way to get rid of split ends are to cut them off i d much rather have the salon brand but for a girl on a budget this product will suffice 
2013-08|4.0|Moroccan Argan Oil Weightless Healing Dry Oil spray|i really like this i use 2 or 3 sprays of it every morning i don t think i will buy this again because i m getting some higher quality moroccan oil for christmas the one with the blue label and the big orange m on it lol i cant remember that brand right now in all i think its pretty good product it only makes my hair oily when i add too much but this is a grate starter product to buy if you never used moroccan oil for your hair i defiantly recommend this as your first try to see if you like moroccan oil also its only like 6 or 7 at target so its easy to find and pretty cheap 
2013-08|4.0|Moroccan Argan Oil Weightless Healing Dry Oil spray|this is really good stuff just as good as any on the market even compared to the nuxe dry oil at â 28 its not as heavy greasy as a serum amp i use it on wet dry hair to tame frizz amp give my overprocessed hair a nice shine a little goes a long way definitely buying again 
2013-08|4.0|Moroccan Argan Oil Weightless Healing Dry Oil spray|i have naturally curly hair but i ve never tried it on my natural hair to be honest i only use this to straighten my hair which is about three inches below my bra line when straightened i find that it does truly tame the frizzies and makes the split ends far less noticeable however i cannot vouch that it actually heals them as the product claims this product does work wonders in actually achieving pin straight hair without it the results are much worse this product leaves my hair sleek and shiny and helps drastically to straighten it plus it lasts for most of the school day and smells great 
2013-08|5.0|Moroccan Argan Oil Weightless Healing Dry Oil spray|i have been searching for something to replace one of my hg styling products that has apparently been discontinued frizz ease thermal protection serum and in the process have tried about ten different products this one is a keeper i have fine shoulder length colored hair and wash dry style it daily so my ends tend to get dry and split this dry oil helps smooth the roughness of my ends and leaves my hair shiny soft and manageable it s weightless and doesn t start to become greasy during the day unlike a lot of the other products i tried i ve seen some reviewers complain that the spray packaging tends to make a mess but i just spray three pumps into my palm rub together and then smooth through my hair concentrating on the ends i feel that this distributes it more evenly than just spraying it on anyway it also smells good the price is great got it on sale at cvs for 5 49 and had additional coupons i do not think that this would work very well for people with coarse thick or very damaged hair they make other products under this line that penetrate more and are more intensive the labeling is pretty clear about what hair type each product is for overall i m very happy with this product and will be repurchasing 
2013-08|4.0|Moroccan Argan Oil Weightless Healing Dry Oil spray|bought this on sale amp while i really like it it s not an essential in my styling routine for 3b hair i prefer a thicker serum as its more moisturizing and takes the place of this product i do love the smell though oh my gosh it scents the whole room when i apply it and has a high end amber fragrance it s best use is for days i pull my hair in a ponytail and there s a halo of frizz sticking out this oil does an awesome job smoothing it out amp adds great shine imo it s non oily but keep in mind i have coarse frizzy hair that needs all the moisture it can get i won t repurchase as it s not for daily use and the bottle will last me a long time 
2013-08|5.0|Moroccan Argan Oil Weightless Healing Dry Oil spray|after showering and removing excess water from my hair i spray a little bit of this product on my hair before proceeding with my regular styling routine i don t like using hair dryers not only because of the damage the heat does do my hair but the fact that my hair is about 2 5 feet long so it takes forever but once my hair has dried and styled naturally i ll spray a little bit more of this product on my hair this product smells amazing feels wonderful and is so light that you can apply as needed or wanted throughout the day a good product if you find that you can t evenly distribute moroccan oil to your hair with your hands causing it to be more shiny in some places than others 
2013-08|3.0|Moroccan Argan Oil Weightless Healing Dry Oil spray|i wanted to like it i really did i like the packaging being able to spray it on really it s more of a mist is great except that like another review i find it leaves a residue in my bathroom i do not like cleaning it off my tile floor it does not help curb my frizz and in summer that s what i need most it does make my hair shinier and it smells good but i don t see it adding a lot of benefit and it definitely does not heal or mend split ends 
2013-08|5.0|Moroccan Argan Oil Weightless Healing Dry Oil spray|i have had dull dull dull dull lifeless hair for as long as i can remember i have a few greys so i touch up my roots about every 2 months the color i use matches my hair perfectly and lets my natural highlights dark brown with reddish highlights show through but over the past year or so my whole head started to have that dead over dyed dull look i had tried shine sprays leave in conditioners and other various products to try and bring some life back to my hair i even started trying to wash my short fine thin hair every 3 days what i ended up with was a greasy scalp dry ends and a dull build up in a desperate moment as i was getting ready for another root touch up i grabbed this off the store shelf i am sooooooo glad i did after i rinsed the color off my hair and conditioned i sprayed a little of this oil onto my hand and worked it through my wet hair after i blew it dry my hair was really shiny not oily greasy looking shiny but natural shiny after it was dry i misted my head with it so i could run my fingers through and calm the fly aways my hair is soft and looks nothing short of amazing when i woke up the next morning i gave my head another mist before i brushed it out this oil is so light it sinks right in no oily residue or greasy spots just style and shine it comes in a nice pump bottle and the pump reaches all the way to the bottom so it appears as though i will be able to use every drop it has a light pleasant musky scent that is so mild it doesn t quot follow me quot around i think i ve found a winner if anything changes i will certainly post edit it s been three days i haven t washed my hair yet because it has been so dry lately i have been trying to go a few days between washes with as fine as my hair is the hair near my scalp usually gets really flat oily and dirty looking by day 3 i have been giving my hair a mist every morning and the weird thing is it still looks freshly washed and it still smells fine it feels soft and silky my hair literally seems to soak this stuff up and loves every minute of it my scraggly dry ends look much more quot tamed quot too 
2013-08|1.0|Moroccan Argan Oil Weightless Healing Dry Oil spray|ugh makes my hair frizzier guess it s not good for my curly hair will not be repurchasing 
2013-08|3.0|Moroccan Argan Oil Weightless Healing Dry Oil spray|i ve only used this a couple of times so i will update this later i usually don t spray product directly onto my hair because i don t want it to get greasy i like the spray nozzle on this it sprays like a mist and if i hold it far back enough 8in i can spray directly onto my hair it smells nice it s not terribly moisturizing but i like that it s lightweight and will continue to use it and asses its effects later for the will you buy it again quot i put yes only because i can t say no with certainty if you are curious about this product i would say go ahead and try it however don t expect any miracles update i used up the whole bottle and i will not repurchase it wasn t horrible but it wasn t good enough to continue using since my original review i ve been using one and only s argan oil spray treament as that stuff is amazing it s also inexpensive and i don t see the point in using this product when i ve found something that s a million times better this didn t add enough shine it didn t detangle there are better heat protectants out there and the smell is just okay if you want to try it i d say go ahead it s cheap enough 
2013-08|3.0|Moroccan Argan Oil Weightless Healing Dry Oil spray|i purchased this spray when i couldn t find their penetrating oil my first issue is the fine oil spray left a fine oil grease on the bathroom vanity ugh extra cleanup i sprayed it directly only towel dried hair and attempted to blow dry it it took longer than usual the end result looks so so i have thick color treated hair and my hair is looking a little greasy 
2013-08|3.0|Moroccan Argan Oil Weightless Healing Dry Oil spray| organix calls their moroccan argan oil weightless healing dry oil an quot exotic precious formula of moroccan argan oil spray that instantly infuses the hair with a sheer veil of shine giving color and highlights a multifaceted glow while it mends split ends and tames fly away frizzies this exotic precious formula of moroccan argan oil weightless spray instantly heals split ends creating soft frizz free perfection while protecting your hair from harmful styling heat and uv damage giving a smooth glossy shine quot whoa there organix healing split ends i don t think so i m a pretty big fan of hair oils as most of yinz know so i was very excited to try a dry oil unlike the organix renewing moroccan argan oil intense moisturizing treatment the weightless healing dry oil actually contains a decent amount of argan oil though not enough to really be considered quot exotic and precious quot i bought my 118ml 4 fl oz bottle at ulta for 6 99 which i think is a very fair price organix ironically is not an organic brand but they are cruelty free this hair oil was made in america organix products are available at drugstores and mass retailers around the world organix moroccan argan weightless healing dry oil comes in a clear recyclable plastic bottle topped with a spritzer i love that this oil is in spray form its so much less messy and infinitely more convenient to use good thinkin organix the front label features the product name product description and organix logo the back of the bottle offers the ingredients as well as instructions in both english and french big fan of the packaging i wish more hair oils were in spray form i ve tried josie maran s 100 pure argan oil for my hair and found it to be too much and i don t find organix moroccan argan oil weightless healing dry oil to be enough i just don t think argan oil and my hair get along what i use the weightless healing dry oil for is to aid in brushing my hair i spritz it three or so times on my brush per section to help my brush glide through my thick hair spreading the oil evenly and kinda helping to detangle organix weightless healing dry oil gives my hair a healthy sheen without appearing greasy unless i get it in my bangs it makes them look pretty greasy and gross as for the claims that this oil will heal split ends totes untrue that isn t possible i really hope that brands stop making that claim soon i feel like its common knowledge that the only cure for split ends is a hair cut it just makes any brand that claims their products are split end menders look silly at least in my eyes i want to mention the feel of this oil it really is quot dry quot as the name would imply giving it a very interesting texture just like the organix intense moisturizing treatment the weightless healing dry oil has a sexy musky scent that really lasts in the hair organix moroccan argan oil weightless healing dry oil is nice for adding a healthy sheen and sexy scent to the hair but don t expect any dramatic results i wouldn t repurchase this product and only recommend it for those with dry dull looking hair if you re looking for a serious hair oil treatment i d steer you in the direction of pure pequi or bhringraj oils or perhaps one of organix hair masks i do love the spray form of this dry oil and i plan to keep the bottle after i finish it to put other oils in 
2013-08|5.0|Moroccan Argan Oil Weightless Healing Dry Oil spray|for the price it is great product i used more expensive oils before and this works as good or even better i find that it penetrates my hair extremely well it doesn t weigh me down or look like an oil slick on the hair it gives shine and helps with frizz and i personaly love how it smells 
2013-08|4.0|Moroccan Argan Oil Weightless Healing Dry Oil spray|i really like organix products i love that they are easily amp readily available at my local wal mart i live in canada btw shoppers drug mart sells organix as well but for marked up prices when not on sale on to the product i thoroughly enjoyed using this moroccon oil spray i love that it s in a spray bottle i ve never come across moroccon oil treatment in the form of a spray the price point of approx 8 9 cad at wal mart is a great price compared to salon products that i ve used in the past this treatment did give my hair shine and smoothness as it claimed it would it did not heal any of my dry or split ends so don t expect any miracles i just finished my first bottle i purchased this sometime in january and i have just run out of it i wish the bottle was a bit bigger but that s fine i ll continue to repurchase the only reason why i didn t repurchase the moroccan argan spray specifically was because when i went to wal mart they were sold out so i picked up the keratin oil spray i tried it for the first time today and it works just as nicely i prefer the scent of the moroccan oil though 
2013-08|4.0|Moroccan Argan Oil Weightless Healing Dry Oil spray|i have used this product for about a week and am happy with the results i have thick rather coarse wavy hair i give my towel dried hair a few sprays and it seems to make my hair more manageable and smoother it doesn t weigh it down which has been a problem with many other products i ve used 
2012-08|4.0|Moroccan Argan Oil Weightless Healing Dry Oil spray|i like this a lot it doesn t weigh down my very fine hair and has made it shiny smooth and much easier to comb my hair is waist length and wavy curly and i put this on from the ears down after i shower a little goes a long way it smells nice and i saw an improvement in my hair almost immediately i bought the sample size of this about two months ago and have been using it regularly 2x a week since then 
2012-08|3.0|Moroccan Argan Oil Weightless Healing Dry Oil spray|ok i tried this at my moms and was ready to do an oil mask later today but this made my hair nice and soft and more manageable when normally i can t brush thought it without feeling like i m killing it it smells nice and unlike others who said a little made them greasy i put in a few good sprays then a few more and it s just better and better as i go i guess my hair really is dry i hadn t had luck with their argan conditioning treatment or really any other argan treatments but because this is basically silicone with shea and cocoa and i already use silicones like biosilk etc and my hair likes shea and other oils already this is great for me i can t wait to buy my own i guess ymmv like most products but for dry haired gals i think this stuff is nice edit ok why did i think this had cocoa and shea in it online it s saying it s not now i m wondering if i read it wrong or there are two versions would have been cool either way it worked for me when i tried it ok i m not crazy i went to the store and it does have those ingredients idk why all the sites do not list them so maybe there are older and newer formulas just be aware of what works with your hair because i know my hair responds well to those and less so to argan so good to know update i never ended up buying this but i tried a few organix and l oreals of similar types and they all were drying and not so great so i m not excited about this anymore and leaning away from fake oils even pure oil doesn t really work on my hair i have to do those as a mask before shampooing they can either look too greasy or be drying 
2012-08|4.0|Moroccan Argan Oil Weightless Healing Dry Oil spray| __reviewtextreadmorev2__ data enableyoutubepreview true data productid 146993 data reviewid 2396491 data text overall i prefer more expensive hair oils however this is great for travel it does the job does not take a ton of product and doubles as a dry oil body spray in a pinch after the shower in terms of drugstore brands this is probably my favorite moroccan oil style knock off overall i prefer more expensive hair oils however this is great for travel it does the job does not take a ton of product and doubles as a dry oil body spray in a pinch after the div
2012-08|3.0|Moroccan Argan Oil Weightless Healing Dry Oil spray|i have fine textured hair that is bleached and toned to white so needless to say i m always trying new products to help keep my hair shiny soft and feeling like hair instead of straw i really like the smell of this product because it has a nice clean smell to it i spray it directly onto damp towel dried hair and then blow dry fantastic for managing frizz i don t use this as a finishing or shine spray afterwards though because i feel like it would be too much for my fine hair so pre blow dry air dry works out incredibly well for me adds a nice shine without making my fine white blonde hair look greasy prevents split ends and is cheap highly recommend this to anyone who bleaches their hair or has damage 
2012-08|3.0|Moroccan Argan Oil Weightless Healing Dry Oil spray|it is an ok oil if used on semi dried hair as first my hair is fine mid lenth dyed and damaged it never shines and it s constantly brittle moderately oily scalp this will prolong the soft feeling of a deep conditioning and give shine which doesn t last very long but holds the day i sprayed all the times i used it i wasn t very economical but definitely did not weigh my hand i might try retouching with my palms as the retouch spraying made the tresses a bit oily not much not a great product but not a deal breaker for the price it does a decent job wasn t for the claims and expectations compared to other dg oils it s quite good i have to say this was my first argan oil product willing to try orofluido as it s the best rated for fine hair 
2012-08|1.0|Moroccan Argan Oil Weightless Healing Dry Oil spray|ew granted i know my hair is dry coarse and in need of a serious cut but this stuff is awful i bought it on a whim i think walgreens had it for 50 off or something and it s the third organix product i ve bought and hated not sure why i bother smells ok but i swear it made my hair drier whether air dried blow dried or flat ironed and oiler all at the same time i tried only using about 2 squirts as a finisher and i have a crazy amount of hair but it seemed like it never dried in it just sat there being dirty i felt like a greasy stovetop covered in dust again ew 
2012-08|4.0|Moroccan Argan Oil Weightless Healing Dry Oil spray|while i strongly dislike the shampoo conditioner in this product line i can say that i love the dry oil this is the perfect finisher for after i dry style my hair this product leaves my hair soft shiny amp smelling great 
2011-08|1.0|Moroccan Argan Oil Weightless Healing Dry Oil spray|twiggyelf sorry to be the bearer of bad news but this product contains at least three types of sillicones including the main ingredient that said on to my review atrocious i will say that i probably used a bit too much but i was attempting to coat all of my hair which is pretty long i assumed this would be a bit lighter than the organix argan oil that comes in a little bottle since this is a spray i have to guess that i did not use more spray than the normal amount of oil that i would normally use i ve been using the oil in the bottle for about a month or so mixing it with my regular gel l oreal melting gel and getting incredible results my thick wavy somewhat frizz prone hair has been looking amazing with that combo in any event it was obviously too much at first i noticed that it was really hard to dry my hair it was taking way too long then i noticed that it actually was dry but just looked wet ugh this left my hair insanely stringy and greasy much dirtier looking than two day old hair note that my hair is generally dry normal and can soak up plenty of product without a problem usually i suppose i could try this again in the summer when my hair is drier and i can leave it wet for wet look waves but i won t be using this again otherwise what a waste 
2011-08|4.0|Moroccan Argan Oil Weightless Healing Dry Oil spray|this stuff is awesome it makes my hair silky shiny and easy to style i will definitely repurchase i don t really like the spray bottle it comes in because sometimes it doesn t pump evenly otherwise great product edit i had said earlier i thought this product did not have silicones but as the poster above me astutely noted it does in fact have silicone therefore will not be using every day but still not a bad product especially for those days when i blowdry my hair straight 
2011-08|4.0|Moroccan Argan Oil Weightless Healing Dry Oil spray|this exotic precious blend of moroccan argan oil spray instantly infuses hair with an allover veil of shine heals and mends split ends gives color and highlights a multifaceted glow and prevents static flyaways this exotic precious blend of moroccan argan oil weightless healing oil spray instantly heals split ends creating soft frizz free perfection while protecting your hair from harmful styling heat and uv damage as it gives a smooth glossy shine restores moisture weightless glossing mist instantly hydrates dry parched hair helps heal split ends infused with argan oil to add allover veil of glossy shine i ve been using this every day since i bought it about three weeks ago it s less than 9 at ulta and you can find it with the other organix argan products on the drugstore side the mist is so fine and the oil is very dry which is a good thing so it instantly absorbs into hair instead of sitting on top of it i have thick wavy curly hair and it makes it so much softer you get a ton of shine that isn t greasy feeling i was using alterna bamboo kendi oil spray but it s 24 this is the best affordable oil spray that i ve ever found update using too much will coat the hair and give an oily look so make sure you spray it on evenly mine has never stopped up or sprayed unevenly and it s half gone i ve had it for months and use it every day so a bottle could last more than 3 4 months with regular use if you use it along with other products with oils or silicones they won t mix right and you ll be unhappy with the results my hair looks and feels so much healthier when i use it and when i don t i can tell the difference right away 
2018-08|2.0|Keratin Oil|i don t understand the reviews here but my experience with my long fine slightly ripply hair is that the product left it dry and unable to comb easily when wet my hair did not feel soft or silky nor comb able going back to hask smoothing conditioner 
2018-08|2.0|Keratin Oil|makes hair feel greasy and waxy cant explain but leaves a residue on hair that makes hair hard to style when i m combing it has done nothing to detangle i thought i was purchasing a good product for my recently red dyed hair but not worth it great price for a sulfate free drugstore shampoo but make hair feel terrible dont know if it s just me though 
2017-08|1.0|Keratin Oil|awful conditioner along with the shampoo from the same range this did absolutely nothing for my hair except make it feel like there was a residue on it which made it difficult to style and left it feeling and looking super greasy and lank by the end of the day it was next to impossible to get out of the bottle because it s so so thick again like the shampoo and although the scent wasn t quite as overpowering as the shampoo it wasn t pleasant in fact to me it smelt like melted plastic i used this 4 times then thew it in the garbage along with the shampoo 
2017-08|2.0|Keratin Oil|i don t like it i bought it because i saw good reviews and want to start using cruelty free brands it leaves a strange residue on my hair it does nothing for tangles and my hair becomes dull shaggy and unruly 
2014-08|5.0|Keratin Oil|just finished doing a review on the shampoo and i absolutely love both the shampoo and the conditioner as well it s very creamy and it s takes off all the tangles in my hair leaving it soft and shiny i also tried the mask to go along with it and it worked just as well 
2014-08|5.0|Keratin Oil|so many middling reviews for this product but it s my new holy grail i must have the type of hair it works best with my hair is long very fine straight prone to oily roots and very dry ends after a botched color job a year ago my hair is so damaged and easy to tangle at the ends i tried everything professional salon brands deep conditioners protein treatments nothing worked my ends were crispy and would crimp if put up in a clip combining this conditioner with the coconut milk shampoo has left me with the silkiest healthiest hair i ve had in a long time all the way down to the ends detangles fine hair amazingly well rinses clean without buildup this moisture penetrates deeply and makes the hair feel healthy and pliable again smells wonderful too holy grail 
2014-08|1.0|Keratin Oil|um i hate this product like really really hate it as well as all of the other organix products i have tried it stinks it doesn t detangle and i realized after i finished the bottle and switched conditioners that it might have been the culprit of all the hair i was losing one lippie for the cutesy pink bottle 
2014-08|3.0|Keratin Oil|i am making my rounds through the organix conditioners i have been trying to find a conditioner that stops breakage and split ends in my hair my scalp is dry and flaky so naturally the ends will be weak the keratin oil conditioner is said to repair breakage and leave strands strong like the argan oil conditioner it has an oil scent but this one has hints of nuttiness as for how well it does it does not seem to do what it claims nor is it effective i do not think my scalp agrees with this conditioner and i prefer the argan oil one over this as the scent is heavenly i think this will be my last of organix conditioners 
2013-08|5.0|Keratin Oil|i love this because its so nice and slippery and you don t have to use a ton its not necessary to totally coat your hair with this like some say fructis it smells like a nice perfume and the sent lasts i can really tell that the keratin and argan oils are moisturizing my hair well i use this every third day when i shampoo and then apply the moroccan argan oil serum blast with the dryer for a bit then loosely braid my long hair and sleep on it soft waves that stay frizz free
2013-08|5.0|Keratin Oil|this is my holy grail conditioner i had given up on finding the perfect conditioner after concluding that most conditioners are just reformulations of the same basic ingredients silicones glycerin proteins and oils and that my hair was beyond repair i bleach and color my hair so it s nobody s fault but my own it seemed i could have either strong stiff and shiny hair or dull lifeless weighted down soft hair no product or combinations of products could give me all of the above i stumbled upon some reviews for this conditioner that stated some pretty amazing things so i thought i d try it what s a few more bucks tossed to the beauty product industry anyway well my hair loves this conditioner for the first time my hair is both soft and shiny i use this along with the keratin oil spray it feels like this stuff puts back everything i took from my hair it s been about a week and i m still scrunching my hair with my hands throughout the day to confirm the absence of crunchiness i can t speak to the anti breakage claim because i m using anti snap a couple of times a week 
2013-08|4.0|Keratin Oil|keratin oil by organix contains keratin and argan oil it leaves the hair smoother and thicker it detangles the hair and make them super shinny love it 
2018-08|5.0|Weightless hydration oil mist|love this product but it s really hard to find it as it s always out of stock it s a very lightweight spray which will make you hair a little shinier amp smoother nothing too dramatic my favorite thing is that this spray will only accentuate wavy hair not get rid of them completely pros pleasant coconut scents very light on the hair not oily which is very important if you sleep with wet hair good price especially on discount keeps the waves makes hair softer cons pump spray thing broke down 
2017-08|4.0|Weightless hydration oil mist|i have super thick curly wavy dry hair i use this when i do a loose up do once i towel dry my hair and get most of the water out i spray my hair in sections then i diffuse once it s completely dry i ll spray more of this stuff while i m putting my hair in a messy bun i love how hydrated my loose curls look even when it s in a messy loose bun keeps my hair together without the stiffness and weight most importantly my hair keeps it s natural volume i will repurchase adding other products with this is okay too 
2017-08|5.0|Weightless hydration oil mist|this product works great on my long fine hair i spray a good amount all over my freshly washed hair then comb it out then i blow dry my hair comes out smooth and soft although it doesn t work great in super humid weather but then what does my boss touched my hair one day and she said it felt so soft i love that it doesn t weigh my hair down but gives it a smooth soft shine and nice texture this is hg for me been using it for a couple years already 
2016-08|5.0|Weightless hydration oil mist|it makes my hair so soft and smells really good i will use this after letting my hair dry and it keeps my hair moisturized i will repurchase 
2016-08|5.0|Weightless hydration oil mist|i have fairly crappy hair midlength lots of it slightly thick damaged and wavy in some areas straight in others even worse i have zero patience to deal with styling it blowouts using a round brush sorry not going to happen usually i just throw on some sea salt spray and hope i look beachy not unkempt spoiler usually end up looking like my hair is a greasy shapeless rats nest i have never been overly impressed with organix the shampoos and conditioners are both drying and not really cleansing anyway i saw reviews and needed a cheap smoothing styler that does not weigh my hair down this does a really good job of keeping my hair soft and shiny and i swear it actually cuts down on my drying time it helps my hair look polished and not really poofy and frizzy if i do blow dry without a brush i don t use it daily but this has been working better than anything i have tried lately 
